"행정구역","2024년09월_계_총인구수","2024년09월_계_연령구간인구수","2024년09월_계_0~9세","2024년09월_계_10~19세","2024년09월_계_20~29세","2024년09월_계_30~39세","2024년09월_계_40~49세","2024년09월_계_50~59세","2024년09월_계_60~69세","2024년09월_계_70~79세","2024년09월_계_80~89세","2024년09월_계_90~99세","2024년09월_계_100세 이상","2024년09월_남_총인구수","2024년09월_남_연령구간인구수","2024년09월_남_0~9세","2024년09월_남_10~19세","2024년09월_남_20~29세","2024년09월_남_30~39세","2024년09월_남_40~49세","2024년09월_남_50~59세","2024년09월_남_60~69세","2024년09월_남_70~79세","2024년09월_남_80~89세","2024년09월_남_90~99세","2024년09월_남_100세 이상","2024년09월_여_총인구수","2024년09월_여_연령구간인구수","2024년09월_여_0~9세","2024년09월_여_10~19세","2024년09월_여_20~29세","2024년09월_여_30~39세","2024년09월_여_40~49세","2024년09월_여_50~59세","2024년09월_여_60~69세","2024년09월_여_70~79세","2024년09월_여_80~89세","2024년09월_여_90~99세","2024년09월_여_100세 이상"
"서울특별시 광진구 구의제2동(1121586000)","25,411","25,411","1,237","2,079","3,173","3,636","3,890","4,416","3,850","2,078","936","109","7","12,085","12,085","630","1,054","1,542","1,754","1,885","2,079","1,815","931","365","30","0","13,326","13,326","607","1,025","1,631","1,882","2,005","2,337","2,035","1,147","571","79","7"
"서울특별시 광진구 구의제3동(1121587000)","27,758","27,758","1,496","2,274","3,936","4,498","4,063","4,652","3,817","1,953","918","148","3","13,044","13,044","738","1,117","1,764","2,146","1,932","2,198","1,816","907","381","43","2","14,714","14,714","758","1,157","2,172","2,352","2,131","2,454","2,001","1,046","537","105","1"
"서울특별시 동대문구 (1123000000)","340,686","340,686","17,497","22,648","56,187","50,007","47,755","52,333","48,731","29,093","14,596","1,785","54","166,693","166,693","8,892","11,438","26,513","25,596","24,588","26,389","23,813","13,114","5,832","505","13","173,993","173,993","8,605","11,210","29,674","24,411","23,167","25,944","24,918","15,979","8,764","1,280","41"
"서울특별시 동대문구 용신동(1123053600)","38,677","38,677","1,881","1,911","6,985","7,138","5,470","5,725","5,082","2,800","1,506","175","4","19,074","19,074","953","981","3,129","3,564","2,875","2,988","2,635","1,283","608","57","1","19,603","19,603","928","930","3,856","3,574","2,595","2,737","2,447","1,517","898","118","3"
"서울특별시 동대문구 제기동(1123054500)","22,794","22,794","713","1,154","4,284","2,998","2,514","3,456","3,719","2,447","1,350","152","7","11,707","11,707","358","609","2,273","1,683","1,396","1,827","1,849","1,111","560","40","1","11,087","11,087","355","545","2,011","1,315","1,118","1,629","1,870","1,336","790","112","6"
"서울특별시 동대문구 전농제1동(1123056000)","32,993","32,993","1,930","2,163","4,988","4,751","4,808","5,411","4,802","2,609","1,344","182","5","16,395","16,395","948","1,106","2,406","2,450","2,487","2,792","2,458","1,170","532","46","0","16,598","16,598","982","1,057","2,582","2,301","2,321","2,619","2,344","1,439","812","136","5"
"서울특별시 동대문구 전농제2동(1123057000)","17,741","17,741","925","1,503","1,943","2,111","2,580","3,105","2,857","1,707","918","89","3","8,418","8,418","464","745","920","1,084","1,272","1,503","1,281","744","371","33","1","9,323","9,323","461","758","1,023","1,027","1,308","1,602","1,576","963","547","56","2"
"서울특별시 동대문구 답십리제1동(1123060000)","27,825","27,825","2,197","1,914","3,760","4,901","4,633","3,990","3,509","1,887","918","110","6","13,309","13,309","1,123","954","1,620","2,291","2,391","1,975","1,722","859","347","26","1","14,516","14,516","1,074","960","2,140","2,610","2,242","2,015","1,787","1,028","571","84","5"
"서울특별시 동대문구 답십리제2동(1123061000)","27,219","27,219","1,523","1,665","3,030","4,265","3,713","4,496","4,441","2,601","1,318","166","1","13,040","13,040","738","803","1,481","2,165","1,886","2,173","2,084","1,146","516","48","0","14,179","14,179","785","862","1,549","2,100","1,827","2,323","2,357","1,455","802","118","1"
"서울특별시 동대문구 장안제1동(1123065000)","37,259","37,259","1,993","2,508","4,666","5,974","5,975","5,788","5,654","3,264","1,273","156","8","18,337","18,337","1,073","1,256","2,115","3,037","3,076","2,945","2,704","1,543","552","35","1","18,922","18,922","920","1,252","2,551","2,937","2,899","2,843","2,950","1,721","721","121","7"
"서울특별시 동대문구 장안제2동(1123066000)","32,739","32,739","2,436","2,847","3,703","4,745","5,711","5,036","4,505","2,583","1,044","127","2","16,159","16,159","1,246","1,545","1,786","2,380","2,876","2,547","2,147","1,188","417","27","0","16,580","16,580","1,190","1,302","1,917","2,365","2,835","2,489","2,358","1,395","627","100","2"
"서울특별시 동대문구 청량리동(1123070500)","18,521","18,521","574","904","2,177","2,151","2,088","2,962","3,780","2,405","1,274","201","5","9,110","9,110","280","475","1,089","1,158","1,110","1,489","1,872","1,096","481","56","4","9,411","9,411","294","429","1,088","993","978","1,473","1,908","1,309","793","145","1"
"서울특별시 동대문구 회기동(1123071000)","10,348","10,348","283","712","3,448","1,508","1,142","1,189","956","635","412","61","2","4,881","4,881","145","337","1,546","826","552","609","433","259","156","17","1","5,467","5,467","138","375","1,902","682","590","580","523","376","256","44","1"
"서울특별시 동대문구 휘경제1동(1123072000)","13,680","13,680","622","793","3,725","2,036","1,590","1,887","1,482","957","521","64","3","6,372","6,372","311","366","1,509","1,053","813","903","754","425","215","23","0","7,308","7,308","311","427","2,216","983","777","984","728","532","306","41","3"
"서울특별시 동대문구 휘경제2동(1123073000)","24,213","24,213","914","1,884","5,791","3,146","2,996","3,565","2,978","1,932","892","112","3","12,087","12,087","481","895","3,051","1,668","1,512","1,780","1,428","875","359","36","2","12,126","12,126","433","989","2,740","1,478","1,484","1,785","1,550","1,057","533","76","1"
"서울특별시 동대문구 이문제1동(1123074000)","17,562","17,562","535","1,156","5,120","2,004","1,875","2,439","2,101","1,363","870","96","3","8,632","8,632","272","573","2,425","1,124","974","1,249","1,052","586","344","32","1","8,930","8,930","263","583","2,695","880","901","1,190","1,049","777","526","64","2"
"서울특별시 동대문구 이문제2동(1123075000)","19,115","19,115","971","1,534","2,567","2,279","2,660","3,284","2,865","1,903","956","94","2","9,172","9,172","500","793","1,163","1,113","1,368","1,609","1,394","829","374","29","0","9,943","9,943","471","741","1,404","1,166","1,292","1,675","1,471","1,074","582","65","2"
"서울특별시 중랑구 (1126000000)","380,353","380,353","18,060","23,548","48,202","58,197","52,195","63,850","64,006","34,647","15,624","1,965","59","186,052","186,052","9,192","12,070","22,870","29,651","27,176","31,498","30,885","15,901","6,299","500","10","194,301","194,301","8,868","11,478","25,332","28,546","25,019","32,352","33,121","18,746","9,325","1,465","49"
"서울특별시 중랑구 면목제2동(1126052000)","23,341","23,341","865","1,307","2,756","3,395","3,159","4,292","4,209","2,202","1,025","127","4","11,570","11,570","451","662","1,339","1,750","1,711","2,162","2,060","986","412","37","0","11,771","11,771","414","645","1,417","1,645","1,448","2,130","2,149","1,216","613","90","4"
"서울특별시 중랑구 면목제4동(1126054000)","17,954","17,954","777","1,100","2,093","2,465","2,588","3,142","2,982","1,914","808","82","3","8,918","8,918","410","571","1,085","1,259","1,370","1,618","1,445","813","318","27","2","9,036","9,036","367","529","1,008","1,206","1,218","1,524","1,537","1,101","490","55","1"
"서울특별시 중랑구 면목제5동(1126055000)","14,360","14,360","1,189","895","1,448","2,293","2,351","2,364","2,200","1,092","475","52","1","7,115","7,115","595","458","732","1,157","1,227","1,151","1,094","514","177","10","0","7,245","7,245","594","437","716","1,136","1,124","1,213","1,106","578","298","42","1"
"서울특별시 중랑구 면목본동(1126056500)","32,485","32,485","1,139","1,516","4,621","5,365","4,238","5,817","5,355","2,963","1,325","145","1","15,967","15,967","596","762","2,205","2,795","2,259","2,886","2,615","1,274","549","25","1","16,518","16,518","543","754","2,416","2,570","1,979","2,931","2,740","1,689","776","120","0"
"서울특별시 중랑구 면목제7동(1126057000)","21,047","21,047","991","1,029","2,587","3,290","2,779","3,534","3,701","2,136","876","121","3","10,447","10,447","528","552","1,246","1,673","1,501","1,798","1,751","994","370","34","0","10,600","10,600","463","477","1,341","1,617","1,278","1,736","1,950","1,142","506","87","3"
"서울특별시 중랑구 면목제3.8동(1126057500)","23,955","23,955","844","1,189","3,136","3,484","3,070","4,213","4,418","2,419","1,057","123","2","11,788","11,788","421","614","1,538","1,852","1,648","2,070","2,067","1,136","413","29","0","12,167","12,167","423","575","1,598","1,632","1,422","2,143","2,351","1,283","644","94","2"
"서울특별시 중랑구 상봉제1동(1126058000)","22,869","22,869","1,372","1,700","2,698","3,452","3,171","3,869","3,864","1,814","832","96","1","11,101","11,101","681","911","1,330","1,699","1,619","1,844","1,863","801","338","15","0","11,768","11,768","691","789","1,368","1,753","1,552","2,025","2,001","1,013","494","81","1"
"서울특별시 중랑구 상봉제2동(1126059000)","20,729","20,729","674","699","4,313","4,878","2,421","2,870","2,718","1,432","645","76","3","9,759","9,759","336","366","1,644","2,362","1,260","1,462","1,365","664","277","22","1","10,970","10,970","338","333","2,669","2,516","1,161","1,408","1,353","768","368","54","2"
"서울특별시 중랑구 중화제1동(1126060000)","18,383","18,383","821","1,129","2,216","2,921","2,497","2,908","3,255","1,808","752","73","3","9,076","9,076","417","578","1,085","1,538","1,343","1,395","1,527","849","321","22","1","9,307","9,307","404","551","1,131","1,383","1,154","1,513","1,728","959","431","51","2"
"서울특별시 중랑구 중화제2동(1126061000)","23,556","23,556","802","942","3,147","3,569","2,915","4,187","4,464","2,239","1,161","129","1","12,045","12,045","411","517","1,510","1,929","1,593","2,199","2,330","1,029","494","33","0","11,511","11,511","391","425","1,637","1,640","1,322","1,988","2,134","1,210","667","96","1"
"서울특별시 중랑구 묵제1동(1126062000)","33,403","33,403","1,620","2,863","4,498","4,575","5,016","5,498","4,953","2,926","1,299","151","4","15,870","15,870","805","1,475","2,045","2,234","2,446","2,648","2,269","1,347","555","46","0","17,533","17,533","815","1,388","2,453","2,341","2,570","2,850","2,684","1,579","744","105","4"
"서울특별시 중랑구 묵제2동(1126063000)","17,985","17,985","739","1,023","2,324","2,644","2,522","3,066","3,053","1,743","788","80","3","8,814","8,814","376","541","1,108","1,370","1,321","1,502","1,431","804","332","28","1","9,171","9,171","363","482","1,216","1,274","1,201","1,564","1,622","939","456","52","2"
"서울특별시 중랑구 망우본동(1126065500)","38,119","38,119","2,712","2,193","4,396","6,615","5,435","5,787","6,197","3,143","1,427","203","11","18,761","18,761","1,394","1,048","2,018","3,375","2,856","2,908","3,073","1,504","536","48","1","19,358","19,358","1,318","1,145","2,378","3,240","2,579","2,879","3,124","1,639","891","155","10"
"서울특별시 중랑구 망우제3동(1126066000)","15,464","15,464","503","838","1,835","1,947","1,929","2,961","3,035","1,576","711","127","2","7,759","7,759","254","390","910","1,045","1,030","1,471","1,580","746","301","31","1","7,705","7,705","249","448","925","902","899","1,490","1,455","830","410","96","1"
"서울특별시 중랑구 신내1동(1126068000)","37,251","37,251","2,062","3,746","4,096","4,565","5,402","6,092","6,208","3,306","1,529","236","9","17,907","17,907","1,050","1,927","2,080","2,263","2,638","2,861","2,906","1,547","588","47","0","19,344","19,344","1,012","1,819","2,016","2,302","2,764","3,231","3,302","1,759","941","189","9"
"서울특별시 중랑구 신내2동(1126069000)","19,452","19,452","950","1,379","2,038","2,739","2,702","3,250","3,394","1,934","914","144","8","9,155","9,155","467","698","995","1,350","1,354","1,523","1,509","893","318","46","2","10,297","10,297","483","681","1,043","1,389","1,348","1,727","1,885","1,041","596","98","6"
"서울특별시 성북구 (1129000000)","423,439","423,439","22,866","34,404","64,151","55,885","61,592","70,946","58,592","34,444","18,116","2,377","66","202,975","202,975","11,739","17,500","29,999","28,043","30,322","34,965","27,562","15,026","7,151","652","16","220,464","220,464","11,127","16,904","34,152","27,842","31,270","35,981","31,030","19,418","10,965","1,725","50"
"서울특별시 성북구 성북동(1129052500)","15,897","15,897","587","1,018","2,490","2,534","2,155","2,717","2,173","1,268","812","137","6","7,423","7,423","310","527","1,140","1,227","1,010","1,265","1,030","547","322","41","4","8,474","8,474","277","491","1,350","1,307","1,145","1,452","1,143","721","490","96","2"
"서울특별시 성북구 삼선동(1129055500)","21,950","21,950","739","1,576","4,153","3,045","2,865","3,781","2,896","1,711","1,056","122","6","10,414","10,414","381","786","1,883","1,504","1,418","1,910","1,374","721","395","40","2","11,536","11,536","358","790","2,270","1,541","1,447","1,871","1,522","990","661","82","4"
"서울특별시 성북구 동선동(1129057500)","15,081","15,081","386","843","4,762","2,411","1,731","1,900","1,456","940","576","73","3","6,163","6,163","186","336","1,386","1,164","857","912","679","400","225","18","0","8,918","8,918","200","507","3,376","1,247","874","988","777","540","351","55","3"
"서울특별시 성북구 돈암제1동(1129058000)","14,063","14,063","638","1,002","1,820","1,853","1,744","2,564","2,330","1,332","691","86","3","6,572","6,572","335","484","832","909","860","1,219","1,065","585","259","24","0","7,491","7,491","303","518","988","944","884","1,345","1,265","747","432","62","3"
"서울특별시 성북구 돈암제2동(1129059000)","23,302","23,302","1,548","2,553","2,662","2,713","3,802","4,372","3,079","1,588","829","152","4","11,017","11,017","798","1,281","1,305","1,297","1,746","2,089","1,439","707","317","38","0","12,285","12,285","750","1,272","1,357","1,416","2,056","2,283","1,640","881","512","114","4"
"서울특별시 성북구 안암동(1129060000)","15,264","15,264","371","791","5,675","2,080","1,404","1,893","1,506","933","526","83","2","7,722","7,722","185","415","2,945","1,178","717","937","732","395","193","25","0","7,542","7,542","186","376","2,730","902","687","956","774","538","333","58","2"
"서울특별시 성북구 보문동(1129061000)","16,114","16,114","904","976","2,592","2,784","2,284","2,685","2,085","1,157","567","78","2","7,723","7,723","459","474","1,179","1,399","1,196","1,303","985","479","224","25","0","8,391","8,391","445","502","1,413","1,385","1,088","1,382","1,100","678","343","53","2"
"서울특별시 성북구 정릉제1동(1129062000)","17,657","17,657","1,161","1,603","2,173","2,281","2,784","2,956","2,336","1,485","781","97","0","8,458","8,458","611","812","1,044","1,131","1,365","1,453","1,076","631","299","36","0","9,199","9,199","550","791","1,129","1,150","1,419","1,503","1,260","854","482","61","0"
"서울특별시 성북구 정릉제2동(1129063000)","22,256","22,256","1,153","1,555","2,942","2,947","3,042","3,835","3,506","2,059","1,079","137","1","10,671","10,671","574","817","1,442","1,462","1,532","1,830","1,645","923","402","43","1","11,585","11,585","579","738","1,500","1,485","1,510","2,005","1,861","1,136","677","94","0"
"서울특별시 성북구 정릉제3동(1129064000)","14,732","14,732","404","889","3,466","1,750","1,481","2,199","2,180","1,427","823","111","2","7,288","7,288","215","480","1,901","982","761","1,054","952","627","291","25","0","7,444","7,444","189","409","1,565","768","720","1,145","1,228","800","532","86","2"
"서울특별시 성북구 정릉제4동(1129065000)","23,950","23,950","1,141","1,865","3,079","2,874","3,442","4,248","3,688","2,288","1,180","141","4","11,450","11,450","589","978","1,526","1,415","1,680","2,081","1,688","990","468","35","0","12,500","12,500","552","887","1,553","1,459","1,762","2,167","2,000","1,298","712","106","4"
"서울특별시 성북구 길음제1동(1129066000)","35,472","35,472","2,814","5,060","3,575","3,760","7,148","6,107","3,615","2,127","1,120","143","3","16,787","16,787","1,440","2,504","1,703","1,680","3,301","3,176","1,610","884","457","32","0","18,685","18,685","1,374","2,556","1,872","2,080","3,847","2,931","2,005","1,243","663","111","3"
"서울특별시 성북구 길음제2동(1129068500)","21,400","21,400","1,956","2,050","2,403","2,757","3,829","3,667","2,616","1,405","631","84","2","10,225","10,225","997","1,059","1,151","1,268","1,796","1,800","1,243","643","243","24","1","11,175","11,175","959","991","1,252","1,489","2,033","1,867","1,373","762","388","60","1"
"서울특별시 성북구 종암동(1129070500)","37,188","37,188","1,955","3,291","5,302","4,527","5,524","6,319","5,222","3,023","1,732","283","10","18,343","18,343","996","1,796","2,756","2,400","2,693","3,150","2,514","1,294","661","78","5","18,845","18,845","959","1,495","2,546","2,127","2,831","3,169","2,708","1,729","1,071","205","5"
"서울특별시 성북구 월곡제1동(1129071500)","25,246","25,246","1,552","2,370","2,672","3,166","3,975","4,314","3,713","2,252","1,104","122","6","12,152","12,152","773","1,170","1,250","1,579","1,962","2,168","1,763","970","483","34","0","13,094","13,094","779","1,200","1,422","1,587","2,013","2,146","1,950","1,282","621","88","6"
"서울특별시 성북구 월곡제2동(1129072500)","18,774","18,774","738","1,315","3,418","2,567","2,404","2,921","2,738","1,670","877","125","1","8,917","8,917","396","693","1,321","1,361","1,196","1,488","1,303","762","368","29","0","9,857","9,857","342","622","2,097","1,206","1,208","1,433","1,435","908","509","96","1"
"서울특별시 성북구 장위제1동(1129076000)","23,162","23,162","1,386","1,717","2,907","3,115","3,395","4,100","3,659","1,872","916","95","0","11,262","11,262","691","856","1,427","1,616","1,759","1,934","1,776","827","354","22","0","11,900","11,900","695","861","1,480","1,499","1,636","2,166","1,883","1,045","562","73","0"
"서울특별시 성북구 장위제2동(1129077000)","12,892","12,892","444","720","1,672","1,815","1,579","2,175","2,211","1,485","699","90","2","6,307","6,307","242","363","807","960","847","1,105","1,015","657","290","21","0","6,585","6,585","202","357","865","855","732","1,070","1,196","828","409","69","2"
