시도,시군구,읍면동,우편번호,주소,센터명,경도,위도,행정구역코드,인구수
강원,강릉시,강남동,25611,강원특별자치도 강릉시 남부로 232,강남동주민센터,128.905612,37.74421,5115061500,16598
강원,강릉시,강동면,25620,강원특별자치도 강릉시 강동면 율곡로 2208,강동면사무소,128.954213,37.7280864,5115034000,3838
강원,강릉시,경포동,25464,강원특별자치도 강릉시 운정길 16,경포동주민센터,128.8806307,37.7838197,5115066500,11310
강원,강릉시,교1동,25507,강원특별자치도 강릉시 하슬라로 173,교1동주민센터,128.8744304,37.7655775,5115055000,24896
강원,강릉시,교2동,25490,강원특별자치도 강릉시 율곡로 2974,교2동주민센터,128.8924843,37.7679147,5115056000,7092
강원,강릉시,구정면,25622,강원특별자치도 강릉시 구정면 구정중앙로 237,구정면사무소,128.8800078,37.7183287,5115033000,4179
강원,강릉시,내곡동,25604,강원특별자치도 강릉시 범일로 574,내곡동주민센터,128.8809534,37.7390854,5115060000,18599
강원,강릉시,사천면,25439,강원특별자치도 강릉시 사천면 미노길 67,사천면사무소,128.848713,37.823517,5115036000,5380
강원,강릉시,성덕동,25578,강원특별자치도 강릉시 성덕포남로 115,성덕동주민센터,128.91365,37.7635,5115064500,27269
강원,강릉시,성산면,25450,강원특별자치도 강릉시 성산면 구산길 22,성산면사무소,128.8320499,37.718711,5115031000,3447
강원,강릉시,송정동,25562,강원특별자치도 강릉시 경강로 2451,송정동주민센터,128.9275765,37.7744719,5115059000,9561
강원,강릉시,연곡면,25428,강원특별자치도 강릉시 연곡면 연주로 35-8,연곡면사무소,128.8369,37.86014,5115037000,6482
강원,강릉시,옥계면,25634,강원특별자치도 강릉시 옥계면 현내시장길 30,옥계면사무소,129.0379,37.6126071,5115035000,3299
강원,강릉시,옥천동,25552,강원특별자치도 강릉시 경강로 2179,옥천동주민센터,128.90295,37.760175,5115054000,3114
강원,강릉시,왕산면,25639,강원특별자치도 강릉시 왕산면 백두대간로 1997,왕산면사무소,128.8378891,37.6727199,5115032000,1514
강원,강릉시,주문진읍,25406,강원특별자치도 강릉시 주문진읍 항구로 19,주문진읍사무소,128.8234018,37.8940471,5115025000,15540
강원,강릉시,중앙동,25530,강원특별자치도 강릉시 토성로 163,중앙동주민센터,128.8940072,37.7560849,5115052000,4353
강원,강릉시,초당동,25466,강원특별자치도 강릉시 초당순두부길 99,초당동주민센터,128.915963,37.791883,5115058000,4431
강원,강릉시,포남1동,25546,강원특별자치도 강릉시 남구길10번길 25,포남1동주민센터,128.9081349,37.7660414,5115057100,10741
강원,강릉시,포남2동,25566,강원특별자치도 강릉시 하평2길 29,포남2동주민센터,128.913388,37.772783,5115057200,11835
강원,강릉시,홍제동,25537,강원특별자치도 강릉시 경강로 1953,홍제동주민센터,128.8836307,37.7483204,5115051000,14683
강원,고성군,간성읍,24729,강원특별자치도 고성군 간성읍 간성로67번길 14,간성읍행정복지센터,128.4670022,38.3783811,5182025000,7366
강원,고성군,거진읍,24722,강원특별자치도 고성군 거진읍 자산천로 240,거진읍행정복지센터,128.4524808,38.4362085,5182025300,5573
강원,고성군,죽왕면,24747,강원특별자치도 고성군 죽왕면 오호길 11,죽왕면사무소,128.5255087,38.3288661,5182032000,3317
강원,고성군,토성면,24764,강원특별자치도 고성군 토성면 천진해변길 88,토성면행정복지센터,128.5567927,38.2607671,5182033000,8614
강원,고성군,현내면,24704,강원특별자치도 고성군 현내면 한나루로 67,현내면사무소,128.4276245,38.4944328,5182031000,2190
강원,동해시,동호동,25724,강원특별자치도 동해시 동호3길 35,동호동행정복지센터,129.1001854,37.5458363,5117055000,4805
강원,동해시,망상동,25715,강원특별자치도 동해시 발한로 330,망상동행정복지센터,129.104521,37.5579376,5117063000,3251
강원,동해시,묵호동,25717,강원특별자치도 동해시 논골길 78,묵호동행정복지센터,129.1142995,37.5587095,5117059000,2735
강원,동해시,발한동,25720,강원특별자치도 동해시 발한로 211,발한동행정복지센터,129.1079674,37.5484921,5117057000,3067
강원,동해시,부곡동,25735,강원특별자치도 동해시 부곡로 21,부곡동행정복지센터,129.1062934,37.5357746,5117054000,4688
강원,동해시,북삼동,25806,강원특별자치도 동해시 효자남길 33-4,북삼동행정복지센터,129.1075345,37.489429,5117053000,20388
강원,동해시,북평동,25813,강원특별자치도 동해시 대동로 137,북평동행정복지센터,129.1250041,37.4837618,5117060000,13261
강원,동해시,삼화동,25745,강원특별자치도 동해시 무릉1길 10,삼화동행정복지센터,129.0676214,37.4884058,5117065000,2542
강원,동해시,송정동,25787,강원특별자치도 동해시 동해항2길 25,송정동행정복지센터,129.1286032,37.4997346,5117052000,3427
강원,동해시,천곡동,25769,강원특별자치도 동해시 천곡로 98-1,천곡동행정복지센터,129.116225,37.5229,5117051000,29560
강원,삼척시,가곡면,25954,강원특별자치도 삼척시 가곡면 가곡천로 1477,가곡면행정복지센터,129.2051817,37.1497625,5123035000,666
강원,삼척시,교동,25916,강원특별자치도 삼척시 대학로 88-14,교동행정복지센터,129.1646,37.447935,5123053000,15303
강원,삼척시,근덕면,25933,강원특별자치도 삼척시 근덕면 삼척로 3639,근덕면행정복지센터,129.225763,37.379307,5123031000,4715
강원,삼척시,남양동,25929,강원특별자치도 삼척시 남양길 11,남양동행정복지센터,129.16845,37.442568,5123051000,6654
강원,삼척시,노곡면,25940,강원특별자치도 삼척시 노곡면 미근로 886,노곡면행정복지센터,129.1640512,37.3478177,5123033000,680
강원,삼척시,도계읍,25947,강원특별자치도 삼척시 도계읍 도계로 308,도계읍행정복지센터,129.045269,37.236635,5123025000,9006
강원,삼척시,미로면,25904,강원특별자치도 삼척시 미로면 적병길 8,미로면행정복지센터,129.1124698,37.4175871,5123034000,1733
강원,삼척시,성내동,25916,강원특별자치도 삼척시 대학로 57,성내동행정복지센터,129.162913,37.446201,5123057000,7341
강원,삼척시,신기면,25943,강원특별자치도 삼척시 신기면 신기길 15,신기면행정복지센터,129.0831747,37.3496094,5123036000,638
강원,삼척시,원덕읍,25961,강원특별자치도 삼척시 원덕읍 삼척로 440,원덕읍행정복지센터,129.3357,37.176468,5123025300,4586
강원,삼척시,정라동,25925,강원특별자치도 삼척시 새천년도로 16,정라동행정복지센터,129.1845373,37.4360778,5123054000,9588
강원,삼척시,하장면,25901,강원특별자치도 삼척시 하장면 하장길 118,하장면행정복지센터,128.9430381,37.3494567,5123032000,1201
강원,속초시,교동,24829,강원특별자치도 속초시 청학로 51,교동주민센터,128.5826279,38.2025034,5121056000,8849
강원,속초시,금호동,24827,강원특별자치도 속초시 중앙시장로 43,금호동주민센터,128.5882433,38.2069168,5121054000,5532
강원,속초시,노학동,24855,강원특별자치도 속초시 동해대로 4245,노학동주민센터,128.5762972,38.1970397,5121057000,20475
강원,속초시,대포동,24904,강원특별자치도 속초시 설악산로 466,대포동주민센터,128.557112,38.165724,5121060000,2925
강원,속초시,동명동,24823,강원특별자치도 속초시 중앙로 257,동명동주민센터,128.5957306,38.212727,5121052000,5265
강원,속초시,영랑동,24803,강원특별자치도 속초시 중앙로 403,영랑동주민센터,128.588213,38.223693,5121051000,4383
강원,속초시,조양동,24890,강원특별자치도 속초시 선사로1길 16,조양동주민센터,128.590788,38.187618,5121058000,29105
강원,속초시,청호동,24883,강원특별자치도 속초시 청호로 93,청호동주민센터,128.5955201,38.1979658,5121059000,4630
강원,양구군,국토정중앙면,24554,강원특별자치도 양구군 국토정중앙면 삼팔선로 9,국토정중앙면사무소,128.0345315,38.1084672,5180031500,3273
강원,양구군,동면,24507,강원특별자치도 양구군 동면 금강산로 1693,동면사무소,128.0434985,38.2023271,5180032000,1888
강원,양구군,방산면,24502,강원특별자치도 양구군 방산면 장거리길 21,방산면사무소,127.9494182,38.2090111,5180033000,1167
강원,양구군,양구읍,24523,강원특별자치도 양구군 양구읍 관공서로 18,양구읍사무소,127.9906024,38.1080304,5180025000,13241
강원,양구군,해안면,24563,강원특별자치도 양구군 해안면 펀치볼로 1307,해안면사무소,128.1371139,38.28515,5180034000,1171
강원,양양군,강현면,25001,강원특별자치도 양양군 강현면 동해대로 3509,강현면행정복지센터,128.607587,38.14994,5183035000,4595
강원,양양군,서면,25035,강원특별자치도 양양군 서면 물윗구미길 5,서면행정복지센터,128.5853674,38.0714747,5183031000,2720
강원,양양군,손양면,25044,강원특별자치도 양양군 손양면 손중로 209,손양면행정복지센터,128.6411,38.060533,5183032000,2232
강원,양양군,양양읍,25021,강원특별자치도 양양군 양양읍 관아길 32,양양읍행정복지센터,128.624,38.080658,5183025000,12441
강원,양양군,현남면,25053,강원특별자치도 양양군 현남면 인구중앙길 45,현남면행정복지센터,128.759488,37.969226,5183034000,2987
강원,양양군,현북면,25047,강원특별자치도 양양군 현북면 하조대1길 41-8,현북면행정복지센터,128.7231145,38.0189544,5183033000,2607
강원,영월군,김삿갓면,26245,강원특별자치도 영월군 김삿갓면 옥동장터길 36,김삿갓면사무소,128.570112,37.125632,5175032500,1770
강원,영월군,남면,26216,강원특별자치도 영월군 남면 연당로 47-6,남면사무소,128.4044907,37.186612,5175034000,2102
강원,영월군,무릉도원면,26201,강원특별자치도 영월군 무릉도원면 무릉길 70-6,무릉도원면사무소,128.2686145,37.2883188,5175038000,2098
강원,영월군,북면,26209,강원특별자치도 영월군 북면 봉래산로 987,북면사무소,128.4550399,37.254743,5175033000,2015
강원,영월군,산솔면,26243,강원특별자치도 영월군 산솔면 태백산로 1202,산솔면사무소,128.6802402,37.1451663,5175031200,1409
강원,영월군,상동읍,26248,강원특별자치도 영월군 상동읍 태백산로 3189,상동읍사무소,128.8267734,37.12698,5175025300,1006
강원,영월군,영월읍,26227,강원특별자치도 영월군 영월읍 단종로 48-8,영월읍사무소,128.4661,37.187443,5175025000,20037
강원,영월군,주천면,26203,강원특별자치도 영월군 주천면 주천로 103,주천면사무소,128.2695139,37.2722,5175036000,3805
강원,영월군,한반도면,26212,강원특별자치도 영월군 한반도면 신천길 6-6,한반도면사무소,128.328387,37.236793,5175035500,2713
강원,원주시,개운동,26444,강원특별자치도 원주시 행구로 40 ,개운동행정복지센터,127.9600173,37.3410794,5113053000,12056
강원,원주시,귀래면,26503,강원특별자치도 원주시 귀래면 북원로 106,귀래면행정복지센터,127.8848125,37.1700679,5113036000,2094
강원,원주시,단계동,26411,강원특별자치도 원주시 북원로 2321 ,단계동행정복지센터,127.9344794,37.3525982,5113059000,27643
강원,원주시,단구동,26450,강원특별자치도 원주시 치악로 1605 ,단구동행정복지센터,127.9602339,37.32612,5113055000,42666
강원,원주시,명륜1동,26441,강원특별자치도 원주시 남원로 653 ,명륜1동행정복지센터,127.9532886,37.3412628,5113054100,7771
강원,원주시,명륜2동,26481,강원특별자치도 원주시 황소마을길 30 ,명륜2동행정복지센터,127.9439404,37.33163,5113054200,18459
강원,원주시,무실동,26388,강원특별자치도 원주시 만대공원길 14-10,무실동행정복지센터,127.9292092,37.3381905,5113066000,36512
강원,원주시,문막읍,26370,강원특별자치도 원주시 문막읍 건등로 11,문막읍행정복지센터,127.817213,37.312583,5113025000,17370
강원,원주시,반곡관설동,26466,강원특별자치도 원주시 입춘로 5,반곡관설동주민센터,127.9742759,37.3297286,5113067500,47063
강원,원주시,봉산동,26330,강원특별자치도 원주시 치악로 1868 ,봉산동행정복지센터,127.9569685,37.3475423,5113063500,7373
강원,원주시,부론면,26498,강원특별자치도 원주시 부론면 법천시장길 59,부론면행정복지센터,127.7505147,37.2076589,5113035000,2150
강원,원주시,소초면,26305,강원특별자치도 원주시 소초면 치악로 2790,소초면행정복지센터,128.002388,37.41796,5113031000,8148
강원,원주시,신림면,26506,강원특별자치도 원주시 신림면 치악로 28,신림면행정복지센터,128.079475,37.230718,5113039000,3568
강원,원주시,우산동,26341,강원특별자치도 원주시 진광길 9 ,우산동행정복지센터,127.9400812,37.3715015,5113060000,13271
강원,원주시,원인동,26433,강원특별자치도 원주시 무실로 63 ,원인동행정복지센터,127.9468218,37.3455963,5113052000,3827
강원,원주시,일산동,26417,강원특별자치도 원주시 천사로 159 ,일산동행정복지센터,127.9421,37.34969,5113056000,8235
강원,원주시,중앙동,26415,강원특별자치도 원주시 충정길 12 ,중앙동행정복지센터,127.9474919,37.3528236,5113051500,2287
강원,원주시,지정면,26359,강원특별자치도 원주시 지정면 간현로 126,지정면행정복지센터,127.8401906,37.3621821,5113033000,32168
강원,원주시,태장1동,26326,강원특별자치도 원주시 치악로 2066,태장1동행정복지센터,127.9634119,37.3637619,5113061000,12637
강원,원주시,태장2동,26318,강원특별자치도 원주시 흥양로 50번길 1 ,태장2동행정복지센터,127.9529282,37.3825661,5113062000,23752
강원,원주시,판부면,26471,강원특별자치도 원주시 치악로 1503 ,판부면행정복지센터,127.96635,37.318642,5113038000,7069
강원,원주시,학성동,26417,강원특별자치도 원주시 학성길 116 ,학성동행정복지센터,127.9441792,37.353522,5113057500,4246
강원,원주시,행구동,26456,강원특별자치도 원주시 행구로 250 ,행구동행정복지센터,127.9838473,37.3425779,5113065000,8667
강원,원주시,호저면,26303,강원특별자치도 원주시 호저면 호저로 429,호저면행정복지센터,127.925675,37.411007,5113032000,3397
강원,원주시,흥업면,26403,강원특별자치도 원주시 흥업면 울업1길 3,흥업면행정복지센터,127.9211771,37.3026129,5113037000,9588
강원,인제군,기린면,24659,강원특별자치도 인제군 기린면 기린로42번길 9,기린면행정복지센터,128.319175,37.955601,5181033000,5009
강원,인제군,남면,24649,강원특별자치도 인제군 남면 신남로58번길 37,남면행정복지센터,128.083362,37.965968,5181031000,3725
강원,인제군,북면,24612,강원특별자치도 인제군 북면 금강로 55,북면행정복지센터,128.204138,38.124674,5181032000,7763
강원,인제군,상남면,24664,강원특별자치도 인제군 상남면 상남로38번길 10,상남면행정복지센터,128.2599651,37.8741414,5181035000,2067
강원,인제군,서화면,24603,강원특별자치도 인제군 서화면 천도로78번길 16,서화면행정복지센터,128.208513,38.218376,5181034000,2513
강원,인제군,인제읍,24631,강원특별자치도 인제군 인제읍 인제로205번길 9,인제읍행정복지센터,128.172188,38.070392,5181025000,10567
강원,정선군,고한읍,26155,강원특별자치도 정선군 고한읍 고한2길 1,고한읍행정복지센터,128.8516255,37.2043076,5177025300,4139
강원,정선군,남면,26145,강원특별자치도 정선군 남면 칠현로 80,남면행정복지센터,128.740588,37.268808,5177032000,3109
강원,정선군,북평면,26101,강원특별자치도 정선군 북평면 북평6길 36,북평면행정복지센터,128.6704737,37.4488827,5177034000,2426
강원,정선군,사북읍,26150,강원특별자치도 정선군 사북읍 사북중앙로 65,사북읍행정복지센터,128.821788,37.227743,5177025600,4218
강원,정선군,신동읍,26142,강원특별자치도 정선군 신동읍 예미1길 1,신동읍행정복지센터,128.6420711,37.2122023,5177025900,3225
강원,정선군,여량면,26106,강원특별자치도 정선군 여량면 서동로 2885,여량면행정복지센터,128.7205522,37.4706856,5177037000,1873
강원,정선군,임계면,26110,강원특별자치도 정선군 임계면 서동로 4575,임계면행정복지센터,128.8520659,37.4947769,5177035000,3326
강원,정선군,정선읍,26131,강원특별자치도 정선군 정선읍 정선로 1331,정선읍행정복지센터,128.6616517,37.3797735,5177025000,9808
강원,정선군,화암면,26116,강원특별자치도 정선군 화암면 그림바위길 40,화암면행정복지센터,128.7878125,37.3401821,5177036000,1537
강원,철원군,갈말읍,24038,강원특별자치도 철원군 갈말읍 명성로 178,갈말읍사무소,127.3083075,38.1476987,5178025600,11453
강원,철원군,근남면,24064,강원특별자치도 철원군 근남면 하오재로 2050,근남면사무소,127.4710315,38.2370916,5178032000,1947
강원,철원군,김화읍,24054,강원특별자치도 철원군 김화읍 호국로 6510,김화읍사무소,127.4212837,38.2497078,5178025300,3159
강원,철원군,동송읍,24013,강원특별자치도 철원군 동송읍 이평로 133,동송읍행정복지센터,127.20815,38.2071429,5178025900,14238
강원,철원군,서면,24062,강원특별자치도 철원군 서면 신술2길 40,서면사무소,127.4157265,38.1646673,5178031000,5055
강원,철원군,철원읍,24006,강원특별자치도 철원군 철원읍 금학로330번길 12,철원읍사무소,127.2141291,38.2166565,5178025000,4794
강원,춘천시,강남동,24364,강원특별자치도 춘천시 방송길 86,강남동행정복지센터,127.7189641,37.8679146,5111067500,25606
강원,춘천시,교동,24262,강원특별자치도 춘천시 교동길 19,교동행정복지센터,127.7361892,37.8806415,5111052000,3868
강원,춘천시,근화동,24238,강원특별자치도 춘천시 영서로 2487,근화동행정복지센터,127.71215,37.88064,5111057000,9105
강원,춘천시,남면,24468,강원특별자치도 춘천시 남면 충효로 1130-10,남면행정복지센터,127.5997755,37.7321654,5111034000,1050
강원,춘천시,남산면,24465,강원특별자치도 춘천시 남산면 한치로 73,남산면행정복지센터,127.646125,37.7918451,5111040000,3293
강원,춘천시,동내면,24407,강원특별자치도 춘천시 동내면 동내로 78,동내면행정복지센터,127.7611125,37.8478654,5111039000,16637
강원,춘천시,동면,24211,강원특별자치도 춘천시 동면 가산로 69,동면행정복지센터,127.7810583,37.9102763,5111031000,19082
강원,춘천시,동산면,24410,강원특별자치도 춘천시 동산면 조양길 270 ,동산면행정복지센터,127.7962366,37.7523116,5111032000,1368
강원,춘천시,북산면,24208,강원특별자치도 춘천시 북산면 북산로 493,북산면행정복지센터,127.8860458,37.9872931,5111038000,950
강원,춘천시,사북면,24420,강원특별자치도 춘천시 사북면 영서로 4721,사북면행정복지센터,127.640738,38.029908,5111036000,2373
강원,춘천시,서면,24461,강원특별자치도 춘천시 서면 금산길 31,서면행정복지센터,127.6928316,37.898699,5111035000,3619
강원,춘천시,석사동,24387,강원특별자치도 춘천시 후석로 48,석사동행정복지센터,127.7423573,37.8585329,5111065000,33571
강원,춘천시,소양동,24272,강원특별자치도 춘천시 금강로 17,소양동행정복지센터,127.7247732,37.8823103,5111058000,8923
강원,춘천시,신동면,24412,강원특별자치도 춘천시 신동면 김유정로 1418,신동면행정복지센터,127.7159256,37.8177446,5111033000,2546
강원,춘천시,신북읍,24206,강원특별자치도 춘천시 신북읍 율문길 75,신북읍행정복지센터,127.7462251,37.9258903,5111025000,7207
강원,춘천시,신사우동,24226,강원특별자치도 춘천시 사우4길 28,신사우동행정복지센터,127.727872,37.9059474,5111070500,25641
강원,춘천시,약사명동,24357,강원특별자치도 춘천시 망대길 9,약사명동행정복지센터,127.724825,37.876574,5111054500,5416
강원,춘천시,조운동,24352,강원특별자치도 춘천시 아침길 11,조운동행정복지센터,127.7302872,37.8794542,5111053000,2535
강원,춘천시,퇴계동,24369,강원특별자치도 춘천시 남춘로 7,퇴계동행정복지센터,127.7293976,37.8623027,5111066000,47197
강원,춘천시,효자1동,24336,강원특별자치도 춘천시 효자상길 9,효자1동행정복지센터,127.7275736,37.8721774,5111062000,4081
강원,춘천시,효자2동,24334,강원특별자치도 춘천시 돌담길10번길 8,효자2동행정복지센터,127.7363946,37.8723886,5111063000,12674
강원,춘천시,효자3동,24294,강원특별자치도 춘천시 두하길 21,효자3동행정복지센터,127.7413383,37.8763922,5111064000,4448
강원,춘천시,후평1동,24251,강원특별자치도 춘천시 후석로 403,후평1동행정복지센터,127.7454815,37.8859867,5111060000,11258
강원,춘천시,후평2동,24282,강원특별자치도 춘천시 부안길6번길 45,후평2동행정복지센터,127.7504248,37.8775121,5111061000,14028
강원,춘천시,후평3동,24304,강원특별자치도 춘천시 후만로 83,후평3동행정복지센터,127.7538672,37.8765203,5111061100,19648
강원,태백시,구문소동,26047,강원특별자치도 태백시 평화길 13,구문소동주민센터,129.0222127,37.1000946,5119060500,2163
강원,태백시,문곡소도동,26043,강원특별자치도 태백시 천제단길 4,문곡소도동주민센터,128.9603957,37.1314211,5119058500,3348
강원,태백시,삼수동,26005,강원특별자치도 태백시 태백로 758,삼수동주민센터,128.9779024,37.1804964,5119053500,4988
강원,태백시,상장동,26039,강원특별자치도 태백시 태백로 1182,상장동행정복지센터,128.990688,37.153357,5119054000,11592
강원,태백시,장성동,26052,강원특별자치도 태백시 장성1길 171,장성동주민센터,129.008202,37.1004714,5119059500,3156
강원,태백시,철암동,26045,강원특별자치도 태백시 철암길 2,철암동주민센터,129.0397859,37.1172872,5119061500,1782
강원,태백시,황연동,26025,강원특별자치도 태백시 광장로 31,황연동주민센터,128.986662,37.178751,5119052500,3762
강원,태백시,황지동,26015,강원특별자치도 태백시 연지로 7 (임시청사),황지동주민센터,128.9879479,37.1749351,5119051500,7312
강원,평창군,대관령면,25344,강원특별자치도 평창군 대관령면 대관령로 83,대관령면사무소,128.7059137,37.6736629,5176038000,5887
강원,평창군,대화면,25358,강원특별자치도 평창군 대화면 남산1길 28,대화면사무소,128.458025,37.500942,5176033000,4984
강원,평창군,미탄면,25382,강원특별자치도 평창군 미탄면 청옥산1길 1,미탄면사무소,128.49575,37.342124,5176031000,1550
강원,평창군,방림면,25365,강원특별자치도 평창군 방림면 서동로 1337,방림면사무소,128.3942635,37.4264388,5176032000,2499
강원,평창군,봉평면,25303,강원특별자치도 평창군 봉평면 기풍4길 10,봉평면사무소,128.379845,37.616027,5176034000,5623
강원,평창군,용평면,25313,강원특별자치도 평창군 용평면 경강로 2027,용평면사무소,128.4408031,37.6066167,5176035000,3013
강원,평창군,진부면,25325,강원특별자치도 평창군 진부면 석두산2길 13,진부면사무소,128.5531412,37.6374223,5176036000,8557
강원,평창군,평창읍,25375,강원특별자치도 평창군 평창읍 백오로 177 (임시청사),평창읍사무소,128.4004993,37.3677608,5176025000,8335
강원,홍천군,남면,25108,강원특별자치도 홍천군 남면 양덕원로 97 ,남면행정복지센터,127.7676773,37.6181092,5172036000,5636
강원,홍천군,내면,25171,강원특별자치도 홍천군 내면 창촌로 59 ,내면행정복지센터,128.3896962,37.7738476,5172039000,2988
강원,홍천군,내촌면,25161,강원특별자치도 홍천군 내촌면 내촌길 27 ,내촌면행정복지센터,128.0867457,37.8162635,5172033000,2432
강원,홍천군,두촌면,25160,강원특별자치도 홍천군 두촌면 자은로 349,두촌면행정복지센터,128.0186194,37.8686587,5172032000,2409
강원,홍천군,북방면,25115,강원특별자치도 홍천군 북방면 영서로 2698 ,북방면행정복지센터,127.853112,37.705576,5172038000,4066
강원,홍천군,서면,25101,강원특별자치도 홍천군 서면 팔봉산로 617 ,서면행정복지센터,127.6640984,37.6885811,5172037000,3764
강원,홍천군,서석면,25166,강원특별자치도 홍천군 서석면 풍암길 10 ,서석면행정복지센터,128.186153,37.7136065,5172034000,3655
강원,홍천군,영귀미면,25154,강원특별자치도 홍천군 영귀미면 공작산로 497,영귀미면행정복지센터,127.9349836,37.6780743,5172035200,4047
강원,홍천군,홍천읍,25136,강원특별자치도 홍천군 홍천읍 홍천로 351 ,홍천읍행정복지센터,127.8842625,37.6893353,5172025000,33854
강원,홍천군,화촌면,25157,강원특별자치도 홍천군 화촌면 성산로 143 ,화촌면행정복지센터,127.966925,37.770958,5172031000,4216
강원,화천군,간동면,24138,강원특별자치도 화천군 간동면 파로호로 919,간동면사무소,127.7899,38.055292,5179031000,2586
강원,화천군,사내면,24157,강원특별자치도 화천군 사내면 사내로 11,사내면사무소,127.523438,38.070158,5179034000,5724
강원,화천군,상서면,24106,강원특별자치도 화천군 상서면 하양지길 39,상서면사무소,127.654211,38.1578152,5179033000,3605
강원,화천군,하남면,24145,강원특별자치도 화천군 하남면 원천새싹길 6,하남면사무소,127.6675462,38.0588729,5179032000,2843
강원,화천군,화천읍,24124,강원특별자치도 화천군 화천읍 중앙로9길 9,화천읍사무소,127.7071781,38.1043164,5179025000,8207
강원,횡성군,갑천면,25258,강원특별자치도 횡성군 갑천면 청정로 295,갑천면행정복지센터,128.110212,37.560967,5173034000,2470
강원,횡성군,강림면,25272,강원특별자치도 횡성군 강림면 태종로 42,강림면행정복지센터,128.1254,37.36024,5173038000,1752
강원,횡성군,공근면,25208,강원특별자치도 횡성군 공근면 학담시장길 11,공근면행정복지센터,127.9617519,37.5364906,5173036000,3420
강원,횡성군,둔내면,25264,강원특별자치도 횡성군 둔내면 둔내로51번길 17,둔내면행정복지센터,128.218813,37.512233,5173033000,5972
강원,횡성군,서원면,25201,강원특별자치도 횡성군 서원면 서원로 161,서원면행정복지센터,127.8503718,37.4871001,5173037000,2031
강원,횡성군,안흥면,25271,강원특별자치도 횡성군 안흥면 안흥로 27,안흥면행정복지센터,128.1560577,37.4124778,5173032000,3151
강원,횡성군,우천면,25248,강원특별자치도 횡성군 우천면 우항1길 5-30,우천면행정복지센터,128.06235,37.459443,5173031000,4357
강원,횡성군,청일면,25254,강원특별자치도 횡성군 청일면 유동로 17,청일면행정복지센터,128.150266,37.5838993,5173035000,2391
강원,횡성군,횡성읍,25224,강원특별자치도 횡성군 횡성읍 태기로 85,횡성읍행정복지센터,127.9926012,37.4923505,5173025000,20694
경기,가평군,가평읍,12419,경기도 가평군 가평읍 가화로 62,가평읍행정복지센터,127.5164545,37.825151,4182025000,21176
경기,가평군,북면,12403,경기도 가평군 북면 가화로 1030-39,북면행정복지센터,127.5492736,37.8881402,4182035000,3587
경기,가평군,상면,12444,경기도 가평군 상면 청군로 1105,상면행정복지센터,127.3567948,37.8046973,4182033000,5424
경기,가평군,설악면,12467,경기도 가평군 설악면 한서로 8,설악면행정복지센터,127.4940817,37.6761159,4182031000,9683
경기,가평군,조종면,12438,경기도 가평군 조종면 조종내길 71,조종면행정복지센터,127.3532466,37.8175455,4182034500,9227
경기,가평군,청평면,12452,경기도 가평군 청평면 은고개로 19,청평면행정복지센터,127.4241546,37.7405002,4182032500,13395
경기,고양시 덕양구,고양동,10275,경기도 고양시 덕양구 벽제관로 5,고양동행정복지센터,126.9037032,37.7033661,4128159000,28056
경기,고양시 덕양구,관산동,10287,경기도 고양시 덕양구 통일로 789,관산동행정복지센터,126.8625629,37.6880184,4128160000,34318
경기,고양시 덕양구,능곡동,10509,경기도 고양시 덕양구 토당로 83,능곡동행정복지센터,126.8180599,37.6227988,4128161000,18119
경기,고양시 덕양구,대덕동,10541,경기도 고양시 덕양구 덕은로 60-22,대덕동행정복지센터,126.8751753,37.5855665,4128167000,16751
경기,고양시 덕양구,삼송1동,10509,경기도 고양시 덕양구 신도길 8-8,삼송1동행정복지센터,126.8937039,37.6525828,4128157600,22207
경기,고양시 덕양구,삼송2동,10509,경기도 고양시 덕양구 신도길 8-8,삼송2동행정복지센터,126.8937039,37.6525828,4128157700,28113
경기,고양시 덕양구,성사1동,10462,경기도 고양시 덕양구 호국로 793,성사1동행정복지센터,126.8364078,37.6571461,4128154000,22029
경기,고양시 덕양구,성사2동,10469,경기도 고양시 덕양구 호국로742번길 6-6,성사2동행정복지센터,126.8329338,37.6529515,4128155000,10511
경기,고양시 덕양구,원신동,10565,경기도 고양시 덕양구 호국로 1261,원신동행정복지센터,126.8758573,37.6773994,4128152000,22581
경기,고양시 덕양구,주교동,10458,경기도 고양시 덕양구 고양대로1315번길 71,주교동행정복지센터,126.8296424,37.6594879,4128151000,10688
경기,고양시 덕양구,창릉동,10597,경기도 고양시 덕양구 동세로 30,창릉동행정복지센터,126.8865438,37.6455111,4128158000,23276
경기,고양시 덕양구,행신1동,10518,경기도 고양시 덕양구 중앙로 541-12,행신1동행정복지센터,126.835906,37.6223293,4128164000,20322
경기,고양시 덕양구,행신2동,10518,경기도 고양시 덕양구 충경로 30,행신2동행정복지센터,126.8330534,37.61517,4128165000,29940
경기,고양시 덕양구,행신3동,10494,경기도 고양시 덕양구 중앙로558번길 78,행신3동행정복지센터,126.838618,37.6263978,4128165500,22578
경기,고양시 덕양구,행신4동,10486,"경기도 고양시 덕양구 중앙로 454, 4층",행신4동행정복지센터,126.845,37.6186154,4128165600,19423
경기,고양시 덕양구,행주동,10516,경기도 고양시 덕양구 지도로14번길 11,행주동행정복지센터,126.8253826,37.6184671,4128163000,14383
