시도,시군구,읍면동,우편번호,주소,센터명,경도,위도,행정구역코드,인구수,nearest_er_hpid_1st,nearest_er_travel_time_1st,nearest_er_hpid_2nd,nearest_er_travel_time_2nd,nearest_er_hpid_3rd,nearest_er_travel_time_3rd,nearest_er_hpid_center,nearest_er_travel_time_center,측정시각
대구,달서구,두류3동,42648,대구광역시 달서구 야외음악당로39길 24,두류3동행정복지센터,128.5554722,35.8537,2729055000,8498,A1300110,6.0441,A1300006,6.4765,A1300004,7.1291,A1300004,7.1291,20241107_010333
대구,달서구,본동,42733,대구광역시 달서구 구마로26길 62,본동행정복지센터,128.5410486,35.8344418,2729065000,11893,A1300110,5.5782,A1300006,5.6103,A1300045,7.264,A1300004,9.0771,20241107_010333
대구,달서구,본리동,42675,대구광역시 달서구 당산로 37-14,본리동행정복지센터,128.5431592,35.8409942,2729059000,22189,A1300110,5.1188,A1300006,5.1509,A1300045,7.3951,A1300004,8.8348,20241107_010334
대구,달서구,상인1동,42812,대구광역시 달서구 상인서로 40,상인1동행정복지센터,128.5450203,35.8142582,2729062400,33344,A1300011,5.1418,A1300045,6.0747,A1300038,6.3722,A1300004,12.1501,20241107_010335
대구,달서구,상인2동,42790,대구광역시 달서구 상원로 27,상인2동행정복지센터,128.536239,35.8124428,2729062500,17788,A1300038,5.022,A1300011,6.2855,A1300045,8.4457,A1300004,12.5776,20241107_010336
대구,달서구,상인3동,42815,대구광역시 달서구 월곡로26안길 3,상인3동행정복지센터,128.5507233,35.8088299,2729062600,10011,A1300011,3.1528,A1300038,6.6152,A1300045,7.307,A1300004,13.9985,20241107_010338
대구,달서구,성당동,42678,대구광역시 달서구 야외음악당로 38,성당동행정복지센터,128.5530987,35.8405861,2729051500,21247,A1300045,4.8568,A1300004,6.67,A1300110,6.8055,A1300004,6.67,20241107_010338
대구,달서구,송현1동,42819,대구광역시 달서구 중흥로8길 41,송현1동행정복지센터,128.5547037,35.829258,2729063000,16788,A1300045,1.913,A1300011,7.3238,A1300004,8.1256,A1300004,8.1256,20241107_010339
대구,달서구,송현2동,42738,대구광역시 달서구 월배로83길 120-14,송현2동행정복지센터,128.5455794,35.8327884,2729064000,18361,A1300045,3.4868,A1300006,7.1759,A1300110,7.5815,A1300004,8.2619,20241107_010340
대구,달서구,신당동,42609,대구광역시 달서구 선원로 60,신당동행정복지센터,128.4988313,35.8589725,2729058500,28881,A1300003,5.4935,A1300007,9.1671,A1300006,11.5686,A1300003,5.4935,20241107_010341
대구,달서구,용산1동,42631,대구광역시 달서구 용산로 212-7,용산1동행정복지센터,128.5312224,35.8566653,2729057100,29031,A1300007,3.315,A1300006,5.1925,A1300110,5.3876,A1300003,11.5359,20241107_010342
대구,달서구,용산2동,42617,대구광역시 달서구 선원로 278,용산2동행정복지센터,128.5229863,35.8584246,2729057200,25906,A1300007,3.9475,A1300006,6.2261,A1300110,6.4212,A1300003,11.5052,20241107_010343
대구,달서구,월성1동,42778,대구광역시 달서구 조암남로 97,월성1동행정복지센터,128.522854,35.8195264,2729060100,40208,A1300038,7.375,A1300011,9.7074,A1300110,10.9062,A1300004,15.623,20241107_010345
대구,달서구,월성2동,42732,대구광역시 달서구 월성로 65,월성2동행정복지센터,128.5282856,35.8309462,2729060200,14127,A1300006,7.4505,A1300110,7.6456,A1300038,8.952,A1300003,11.8986,20241107_010346
대구,달서구,유천동,42761,대구광역시 달서구 조암로 175,유천동행정복지센터,128.5139392,35.8172537,2729061700,33372,A1300038,6.3566,A1300006,11.394,A1300110,11.4085,A1300003,11.9625,20241107_010348
대구,달서구,이곡1동,42620,대구광역시 달서구 달구벌대로 1309,이곡1동행정복지센터,128.5106609,35.8516505,2729057600,20664,A1300003,5.8601,A1300006,6.9336,A1300110,7.1287,A1300003,5.8601,20241107_010351
대구,달서구,이곡2동,42611,대구광역시 달서구 계대동문로 77,이곡2동행정복지센터,128.5007228,35.8557404,2729057700,14807,A1300003,5.8591,A1300007,10.0132,A1300006,10.9586,A1300003,5.8591,20241107_010352
대구,달서구,장기동,42691,대구광역시 달서구 장기로 277,장기동행정복지센터,128.5299774,35.8433525,2729056800,15545,A1300110,4.268,A1300006,4.3001,A1300007,7.4837,A1300004,10.9378,20241107_010354
대구,달서구,죽전동,42638,대구광역시 달서구 죽전1길 176,죽전동행정복지센터,128.5390666,35.8565871,2729056300,14346,A1300007,2.6559,A1300006,4.1667,A1300110,4.2818,A1300004,10.1041,20241107_010356
