시도,시군구,읍면동,행정구역코드,인구수
경북,구미시,옥성면,4719032000,1620
경북,구미시,도개면,4719033000,2034
경북,구미시,해평면,4719034000,3683
경북,구미시,장천면,4719036000,2780
경북,구미시,송정동,4719051000,23346
경북,구미시,원평동,4719053500,9512
경북,구미시,도량동,4719055100,27036
경북,구미시,지산동,4719055500,1868
경북,구미시,선주원남동,4719056500,36925
경북,구미시,형곡1동,4719058200,12799
경북,구미시,형곡2동,4719058300,15455
경북,구미시,신평1동,4719059000,4640
경북,구미시,신평2동,4719060000,2947
경북,구미시,비산동,4719061000,12485
경북,구미시,광평동,4719063000,4099
경북,구미시,상모사곡동,4719064500,29497
경북,구미시,임오동,4719066000,17523
경북,구미시,인동동,4719067000,46096
경북,구미시,진미동,4719068000,16532
경북,구미시,양포동,4719069000,44680
경북,구미시,공단동,4719070000,4087
경북,영주시,풍기읍,4721025000,10478
경북,영주시,이산면,4721031000,2199
경북,영주시,평은면,4721032000,1374
경북,영주시,문수면,4721033000,1898
경북,영주시,장수면,4721034000,2018
경북,영주시,안정면,4721035000,2800
경북,영주시,봉현면,4721036000,2543
경북,영주시,순흥면,4721037000,1886
경북,영주시,단산면,4721038000,1728
경북,영주시,부석면,4721039000,2832
경북,영주시,상망동,4721051000,7077
경북,영주시,하망동,4721052500,5767
경북,영주시,영주1동,4721055000,3557
경북,영주시,영주2동,4721056000,4538
경북,영주시,휴천1동,4721059000,6158
경북,영주시,휴천2동,4721060000,9644
경북,영주시,휴천3동,4721061000,7203
경북,영주시,가흥1동,4721062000,15370
경북,영주시,가흥2동,4721063000,10239
경북,영천시,금호읍,4723025000,10320
경북,영천시,청통면,4723031000,3923
경북,영천시,신녕면,4723032000,3639
경북,영천시,화산면,4723033000,3039
경북,영천시,화북면,4723034000,2207
경북,영천시,화남면,4723035000,3191
경북,영천시,자양면,4723036000,1319
경북,영천시,임고면,4723037000,4163
경북,영천시,고경면,4723038000,5735
경북,영천시,북안면,4723039000,4347
경북,영천시,대창면,4723040000,3017
경북,영천시,동부동,4723051000,26708
경북,영천시,중앙동,4723052000,9196
경북,영천시,서부동,4723053500,4476
경북,영천시,완산동,4723054000,9913
경북,영천시,남부동,4723055500,3841
경북,상주시,함창읍,4725025000,6156
경북,상주시,중동면,4725031000,1295
경북,상주시,사벌국면,4725032500,3651
경북,상주시,낙동면,4725033000,3759
경북,상주시,청리면,4725034000,2416
경북,상주시,공성면,4725035000,3791
경북,상주시,외남면,4725036000,1505
경북,상주시,내서면,4725037000,1804
경북,상주시,모동면,4725038000,2513
경북,상주시,모서면,4725039000,2345
경북,상주시,화동면,4725040000,1873
경북,상주시,화서면,4725041000,2841
경북,상주시,화북면,4725042000,1454
경북,상주시,외서면,4725043000,2515
경북,상주시,은척면,4725044000,1453
경북,상주시,공검면,4725045000,2007
경북,상주시,이안면,4725046000,1937
경북,상주시,화남면,4725047000,796
경북,상주시,남원동,4725052000,11163
경북,상주시,북문동,4725053000,9194
경북,상주시,계림동,4725054000,8822
경북,상주시,동문동,4725055000,7441
경북,상주시,동성동,4725056000,3249
경북,상주시,신흥동,4725057000,8472
경북,문경시,문경읍,4728025000,6707
경북,문경시,가은읍,4728025300,3887
경북,문경시,영순면,4728031000,2288
경북,문경시,산양면,4728032000,2943
경북,문경시,호계면,4728033000,2295
경북,문경시,산북면,4728034000,2585
경북,문경시,동로면,4728035000,1945
경북,문경시,마성면,4728036000,3285
경북,문경시,농암면,4728037000,2507
경북,문경시,점촌1동,4728057000,5352
경북,문경시,점촌2동,4728058000,6515
경북,문경시,점촌3동,4728059000,8480
경북,문경시,점촌4동,4728060000,2914
경북,문경시,점촌5동,4728061000,15841
경북,경산시,하양읍,4729025000,32660
경북,경산시,진량읍,4729025300,33548
경북,경산시,압량읍,4729025600,21738
경북,경산시,와촌면,4729031000,5257
경북,경산시,자인면,4729033000,5227
경북,경산시,용성면,4729034000,3234
경북,경산시,남산면,4729035000,3583
경북,경산시,남천면,4729037000,2724
경북,경산시,중방동,4729051000,10810
경북,경산시,중앙동,4729052000,5855
경북,경산시,남부동,4729053000,18560
경북,경산시,서부1동,4729054100,30456
경북,경산시,서부2동,4729054200,40589
경북,경산시,북부동,4729055000,16449
경북,경산시,동부동,4729056000,36261
경북,의성군,의성읍,4773025000,12381
경북,의성군,단촌면,4773031000,1859
경북,의성군,점곡면,4773032000,1517
경북,의성군,옥산면,4773033000,1705
경북,의성군,사곡면,4773034000,1526
경북,의성군,춘산면,4773035000,1488
경북,의성군,가음면,4773036000,1439
경북,의성군,금성면,4773037000,4075
경북,의성군,봉양면,4773038000,3859
경북,의성군,비안면,4773039000,2566
경북,의성군,구천면,4773040000,1690
경북,의성군,단밀면,4773041000,1617
경북,의성군,단북면,4773042000,1674
경북,의성군,안계면,4773043000,4252
경북,의성군,다인면,4773044000,3650
경북,의성군,신평면,4773045000,786
경북,의성군,안평면,4773046000,2056
경북,의성군,안사면,4773047000,854
경북,청송군,청송읍,4775025000,4870
경북,청송군,주왕산면,4775031500,1784
경북,청송군,부남면,4775032000,2371
경북,청송군,현동면,4775033000,2023
경북,청송군,현서면,4775034000,2395
경북,청송군,안덕면,4775035000,2453
경북,청송군,파천면,4775036000,1669
경북,청송군,진보면,4775037000,6211
경북,영양군,영양읍,4776025000,6719
경북,영양군,입암면,4776031000,1991
경북,영양군,청기면,4776032000,1553
경북,영양군,일월면,4776033000,1639
경북,영양군,수비면,4776034000,1592
경북,영양군,석보면,4776035000,1909
경북,영덕군,영덕읍,4777025000,10239
경북,영덕군,강구면,4777031000,5667
경북,영덕군,남정면,4777032000,2209
경북,영덕군,달산면,4777033000,1056
경북,영덕군,지품면,4777034000,1885
경북,영덕군,축산면,4777035000,2363
경북,영덕군,영해면,4777036000,5862
경북,영덕군,병곡면,4777037000,2559
경북,영덕군,창수면,4777038000,1516
경북,청도군,화양읍,4782025000,8079
경북,청도군,청도읍,4782025300,11222
경북,청도군,각남면,4782031000,2108
경북,청도군,풍각면,4782032000,3725
경북,청도군,각북면,4782033000,2300
경북,청도군,이서면,4782034000,4461
경북,청도군,운문면,4782035000,1942
경북,청도군,금천면,4782036000,3205
경북,청도군,매전면,4782037000,3736
경북,고령군,대가야읍,4783025300,9450
경북,고령군,덕곡면,4783031000,1444
경북,고령군,운수면,4783032000,1744
경북,고령군,성산면,4783033000,2489
경북,고령군,다산면,4783034000,8474
경북,고령군,개진면,4783035000,1837
경북,고령군,우곡면,4783036000,1529
경북,고령군,쌍림면,4783037000,3233
경북,성주군,성주읍,4784025000,13212
경북,성주군,선남면,4784031000,5954
경북,성주군,용암면,4784032000,3557
경북,성주군,수륜면,4784033000,3160
경북,성주군,가천면,4784034000,1932
경북,성주군,금수강산면,4784035500,1173
경북,성주군,대가면,4784036000,2242
경북,성주군,벽진면,4784037000,2927
경북,성주군,초전면,4784038000,4269
경북,성주군,월항면,4784039000,3165
경북,칠곡군,왜관읍,4785025000,30739
경북,칠곡군,북삼읍,4785025300,23294
경북,칠곡군,석적읍,4785025600,30264
경북,칠곡군,지천면,4785031000,3799
경북,칠곡군,동명면,4785032000,5071
경북,칠곡군,가산면,4785033000,3217
경북,칠곡군,약목면,4785036000,8780
경북,칠곡군,기산면,4785037000,2955
경북,예천군,예천읍,4790025000,13835
경북,예천군,호명읍,4790025300,20882
경북,예천군,용문면,4790031000,2127
경북,예천군,감천면,4790034000,2450
경북,예천군,보문면,4790035000,1569
경북,예천군,유천면,4790037000,2463
경북,예천군,용궁면,4790038000,2248
경북,예천군,개포면,4790039000,1462
경북,예천군,지보면,4790040000,2570
경북,예천군,풍양면,4790041000,2822
경북,예천군,효자면,4790042000,1170
경북,예천군,은풍면,4790043000,1275
경북,봉화군,봉화읍,4792025000,9189
경북,봉화군,물야면,4792031000,2837
경북,봉화군,봉성면,4792032000,1912
경북,봉화군,법전면,4792033000,1902
경북,봉화군,춘양면,4792034000,4204
경북,봉화군,소천면,4792035000,2090
경북,봉화군,재산면,4792036000,1413
경북,봉화군,명호면,4792037000,2112
경북,봉화군,상운면,4792038000,1625
경북,봉화군,석포면,4792039000,1798
경북,울진군,울진읍,4793025000,13384
경북,울진군,평해읍,4793025300,2496
경북,울진군,북면,4793031000,7459
경북,울진군,근남면,4793033000,2699
경북,울진군,기성면,4793035000,2333
경북,울진군,온정면,4793036000,1537
경북,울진군,죽변면,4793037000,6086
경북,울진군,후포면,4793038000,6990
경북,울진군,금강송면,4793039000,1196
경북,울진군,매화면,4793040000,1932
경북,울릉군,울릉읍,4794025000,6432
경북,울릉군,서면,4794031000,1387
경북,울릉군,북면,4794032000,1350
경남,창원시 의창구,동읍,4812125000,18368
경남,창원시 의창구,북면,4812131000,43007
경남,창원시 의창구,대산면,4812132000,6701
경남,창원시 의창구,의창동,4812151000,48712
경남,창원시 의창구,팔룡동,4812152000,25043
경남,창원시 의창구,명곡동,4812153000,38616
경남,창원시 의창구,봉림동,4812154000,29509
경남,창원시 성산구,반송동,4812351000,39031
경남,창원시 성산구,용지동,4812351500,26378
경남,창원시 성산구,중앙동,4812352000,37628
경남,창원시 성산구,상남동,4812353000,26425
경남,창원시 성산구,사파동,4812354000,44738
경남,창원시 성산구,가음정동,4812355000,37605
경남,창원시 성산구,성주동,4812356000,26041
경남,창원시 성산구,웅남동,4812357000,7107
경남,창원시 마산합포구,구산면,4812531000,3935
경남,창원시 마산합포구,진동면,4812532000,11568
경남,창원시 마산합포구,진북면,4812533000,3127
경남,창원시 마산합포구,진전면,4812534000,3632
경남,창원시 마산합포구,현동,4812551000,13608
경남,창원시 마산합포구,가포동,4812552000,4809
경남,창원시 마산합포구,월영동,4812553000,41124
경남,창원시 마산합포구,문화동,4812554000,10857
경남,창원시 마산합포구,반월중앙동,4812556500,13289
경남,창원시 마산합포구,완월동,4812557000,8421
경남,창원시 마산합포구,자산동,4812558000,9084
경남,창원시 마산합포구,교방동,4812561000,19030
경남,창원시 마산합포구,오동동,4812563000,18230
경남,창원시 마산합포구,합포동,4812564000,6648
경남,창원시 마산합포구,산호동,4812565000,11458
경남,창원시 마산회원구,내서읍,4812725000,59657
경남,창원시 마산회원구,회원1동,4812751000,9615
경남,창원시 마산회원구,회원2동,4812752000,9573
경남,창원시 마산회원구,석전동,4812754500,15944
경남,창원시 마산회원구,회성동,4812755000,5248
경남,창원시 마산회원구,양덕1동,4812756000,10378
경남,창원시 마산회원구,양덕2동,4812757000,32425
경남,창원시 마산회원구,합성1동,4812758000,8663
경남,창원시 마산회원구,합성2동,4812759000,7472
경남,창원시 마산회원구,구암1동,4812760000,8218
경남,창원시 마산회원구,구암2동,4812761000,8850
경남,창원시 마산회원구,봉암동,4812762000,2879
경남,창원시 진해구,충무동,4812953000,15583
경남,창원시 진해구,여좌동,4812954000,7866
경남,창원시 진해구,태백동,4812955000,3515
경남,창원시 진해구,경화동,4812956000,10530
경남,창원시 진해구,병암동,4812957000,6928
경남,창원시 진해구,석동,4812958000,17150
경남,창원시 진해구,이동,4812959000,8304
경남,창원시 진해구,자은동,4812960000,20209
경남,창원시 진해구,덕산동,4812961000,9272
경남,창원시 진해구,풍호동,4812962000,24871
경남,창원시 진해구,웅천동,4812963000,13781
경남,창원시 진해구,웅동1동,4812964000,7655
경남,창원시 진해구,웅동2동,4812965000,43587
경남,진주시,문산읍,4817025000,7640
경남,진주시,내동면,4817031000,3929
경남,진주시,정촌면,4817032000,8696
경남,진주시,금곡면,4817033000,2043
경남,진주시,진성면,4817035000,1776
경남,진주시,일반성면,4817036000,2393
경남,진주시,이반성면,4817037000,1498
경남,진주시,사봉면,4817038000,1398
경남,진주시,지수면,4817039000,1348
경남,진주시,대곡면,4817040000,2921
경남,진주시,금산면,4817041000,19995
경남,진주시,집현면,4817042000,4385
경남,진주시,미천면,4817043000,1499
경남,진주시,명석면,4817044000,3750
경남,진주시,대평면,4817045000,966
경남,진주시,수곡면,4817046000,2106
경남,진주시,천전동,4817051500,27057
경남,진주시,성북동,4817055500,9654
경남,진주시,중앙동,4817056500,10313
경남,진주시,상봉동,4817059500,12965
경남,진주시,상대동,4817067300,18342
경남,진주시,하대동,4817067800,22868
경남,진주시,상평동,4817068000,10736
경남,진주시,초장동,4817069500,25759
경남,진주시,평거동,4817071000,25759
경남,진주시,신안동,4817071500,11072
경남,진주시,이현동,4817072000,10113
경남,진주시,판문동,4817073000,20206
경남,진주시,가호동,4817074000,34495
경남,진주시,충무공동,4817075000,33706
경남,통영시,산양읍,4822025000,4275
경남,통영시,용남면,4822031000,11717
경남,통영시,도산면,4822033000,2660
경남,통영시,광도면,4822034000,30591
경남,통영시,욕지면,4822035000,1918
경남,통영시,한산면,4822036000,1889
경남,통영시,사량면,4822037000,1360
경남,통영시,도천동,4822051000,8205
경남,통영시,명정동,4822053000,2550
경남,통영시,중앙동,4822055000,3411
경남,통영시,정량동,4822059000,8025
경남,통영시,북신동,4822060000,9831
경남,통영시,미수동,4822066500,10183
경남,통영시,봉평동,4822067000,9212
경남,통영시,무전동,4822070000,13069
경남,사천시,사천읍,4824025000,17178
경남,사천시,정동면,4824031000,13615
경남,사천시,사남면,4824032000,17573
경남,사천시,용현면,4824033000,7069
경남,사천시,축동면,4824034000,1490
경남,사천시,곤양면,4824035000,3130
경남,사천시,곤명면,4824036000,2661
경남,사천시,서포면,4824037000,3317
경남,사천시,동서동,4824051000,5308
경남,사천시,선구동,4824052000,4722
경남,사천시,동서금동,4824053000,6060
경남,사천시,벌용동,4824055000,14743
경남,사천시,향촌동,4824057000,6700
경남,사천시,남양동,4824059500,4857
경남,김해시,진영읍,4825025000,53958
경남,김해시,주촌면,4825032000,19790
경남,김해시,진례면,4825033000,5787
경남,김해시,한림면,4825034000,6607
경남,김해시,생림면,4825035000,3468
경남,김해시,상동면,4825036000,2951
경남,김해시,대동면,4825037000,5150
경남,김해시,동상동,4825051000,8773
경남,김해시,회현동,4825052000,8267
경남,김해시,부원동,4825053000,8969
경남,김해시,내외동,4825054000,69804
경남,김해시,북부동,4825055000,81362
경남,김해시,칠산서부동,4825056500,8926
경남,김해시,활천동,4825058000,36901
경남,김해시,삼안동,4825059000,35015
경남,김해시,불암동,4825060000,6679
경남,김해시,장유1동,4825061000,58192
경남,김해시,장유2동,4825062000,37567
경남,김해시,장유3동,4825063000,73800
경남,밀양시,삼랑진읍,4827025000,6218
경남,밀양시,하남읍,4827025300,6656
경남,밀양시,부북면,4827031000,5188
경남,밀양시,상동면,4827032000,3061
경남,밀양시,산외면,4827033000,2740
경남,밀양시,산내면,4827034000,3667
경남,밀양시,단장면,4827035000,4259
경남,밀양시,상남면,4827036000,7686
경남,밀양시,초동면,4827037000,3269
경남,밀양시,무안면,4827038000,4675
경남,밀양시,청도면,4827039000,1693
경남,밀양시,내일동,4827051000,2519
경남,밀양시,내이동,4827052000,17222
경남,밀양시,삼문동,4827053000,19184
경남,밀양시,가곡동,4827054000,7442
경남,밀양시,교동,4827055000,5323
경남,거제시,일운면,4831031000,7854
경남,거제시,동부면,4831032000,2868
경남,거제시,남부면,4831033000,1468
경남,거제시,거제면,4831034000,6883
경남,거제시,둔덕면,4831035000,2659
경남,거제시,사등면,4831036000,11909
경남,거제시,연초면,4831037000,8222
경남,거제시,하청면,4831038000,4180
경남,거제시,장목면,4831039000,4077
경남,거제시,장승포동,4831051000,5287
경남,거제시,능포동,4831053000,8516
경남,거제시,아주동,4831054000,25181
경남,거제시,옥포1동,4831055000,6993
경남,거제시,옥포2동,4831056000,24203
경남,거제시,장평동,4831057000,19942
경남,거제시,고현동,4831058000,36297
경남,거제시,상문동,4831059000,34023
경남,거제시,수양동,4831060000,22359
경남,양산시,물금읍,4833025300,117160
경남,양산시,동면,4833031000,52878
경남,양산시,원동면,4833032000,3203
경남,양산시,상북면,4833033000,13269
경남,양산시,하북면,4833034000,7644
경남,양산시,중앙동,4833051000,10706
경남,양산시,양주동,4833051500,30216
경남,양산시,삼성동,4833052000,20004
경남,양산시,강서동,4833053000,8287
경남,양산시,서창동,4833054000,26654
경남,양산시,소주동,4833055000,19985
경남,양산시,평산동,4833056000,28612
경남,양산시,덕계동,4833057000,19456
경남,의령군,의령읍,4872025000,8982
경남,의령군,가례면,4872031000,1604
경남,의령군,칠곡면,4872032000,1132
경남,의령군,대의면,4872033000,1021
경남,의령군,화정면,4872034000,1478
경남,의령군,용덕면,4872035000,1450
경남,의령군,정곡면,4872036000,1339
경남,의령군,지정면,4872037000,1755
경남,의령군,낙서면,4872038000,689
경남,의령군,부림면,4872039000,2618
경남,의령군,봉수면,4872040000,935
경남,의령군,궁류면,4872041500,1068
경남,의령군,유곡면,4872042000,1097
경남,함안군,가야읍,4873025000,17080
경남,함안군,칠원읍,4873025300,18015
경남,함안군,함안면,4873031000,2333
경남,함안군,군북면,4873032000,5686
경남,함안군,법수면,4873033000,2701
경남,함안군,대산면,4873034000,3078
경남,함안군,칠서면,4873035000,4897
경남,함안군,칠북면,4873036000,1824
경남,함안군,산인면,4873038000,2608
경남,함안군,여항면,4873039000,880
경남,창녕군,창녕읍,4874025000,15535
경남,창녕군,남지읍,4874025300,11531
경남,창녕군,고암면,4874031000,1729
경남,창녕군,성산면,4874032000,1516
경남,창녕군,대합면,4874033000,3542
경남,창녕군,이방면,4874034000,2281
경남,창녕군,유어면,4874035000,1636
경남,창녕군,대지면,4874036000,2291
경남,창녕군,계성면,4874037000,2105
경남,창녕군,영산면,4874038000,4930
경남,창녕군,장마면,4874039000,1771
경남,창녕군,도천면,4874040000,2509
경남,창녕군,길곡면,4874041000,1449
경남,창녕군,부곡면,4874042000,3421
경남,고성군,고성읍,4882025000,22834
경남,고성군,삼산면,4882031000,1698
경남,고성군,하일면,4882032000,1762
경남,고성군,하이면,4882033000,2572
경남,고성군,상리면,4882034000,1548
경남,고성군,대가면,4882035000,1592
경남,고성군,영현면,4882036000,853
경남,고성군,영오면,4882037000,1340
경남,고성군,개천면,4882038000,1048
경남,고성군,구만면,4882039000,965
경남,고성군,회화면,4882040000,3382
경남,고성군,마암면,4882041000,1649
경남,고성군,동해면,4882042000,3000
경남,고성군,거류면,4882043000,4113
경남,남해군,남해읍,4884025000,12324
경남,남해군,이동면,4884031000,3585
경남,남해군,상주면,4884032000,1552
경남,남해군,삼동면,4884033000,3655
경남,남해군,미조면,4884034000,2055
경남,남해군,남면,4884035000,3269
경남,남해군,서면,4884036000,2418
경남,남해군,고현면,4884037000,3269
경남,남해군,설천면,4884038000,2647
경남,남해군,창선면,4884039000,5286
경남,하동군,하동읍,4885025000,9260
경남,하동군,화개면,4885031000,2811
경남,하동군,악양면,4885032000,3324
경남,하동군,적량면,4885033000,1841
경남,하동군,횡천면,4885034000,1766
경남,하동군,고전면,4885035000,1985
경남,하동군,금남면,4885036000,3163
경남,하동군,진교면,4885037000,5546
경남,하동군,양보면,4885038000,1609
경남,하동군,북천면,4885039000,1532
경남,하동군,청암면,4885040000,1334
경남,하동군,옥종면,4885041000,4011
경남,하동군,금성면,4885042000,2727
경남,산청군,산청읍,4886025000,6551
경남,산청군,차황면,4886031000,1356
경남,산청군,오부면,4886032000,993
경남,산청군,생초면,4886033000,1857
경남,산청군,금서면,4886034000,2799
경남,산청군,삼장면,4886035000,1758
경남,산청군,시천면,4886036000,3934
경남,산청군,단성면,4886037000,5539
경남,산청군,신안면,4886038000,5500
경남,산청군,생비량면,4886039000,1141
경남,산청군,신등면,4886040000,1945
경남,함양군,함양읍,4887025000,17156
경남,함양군,마천면,4887031000,2009
경남,함양군,휴천면,4887032000,1453
경남,함양군,유림면,4887033000,1544
경남,함양군,수동면,4887034000,2252
경남,함양군,지곡면,4887035000,1952
경남,함양군,안의면,4887036000,4156
경남,함양군,서하면,4887037000,1323
경남,함양군,서상면,4887038000,1701
경남,함양군,백전면,4887039000,1517
경남,함양군,병곡면,4887040000,1244
경남,거창군,거창읍,4888025000,39758
경남,거창군,주상면,4888031000,1471
경남,거창군,웅양면,4888032000,1775
경남,거창군,고제면,4888033000,1338
경남,거창군,북상면,4888034000,1533
경남,거창군,위천면,4888035000,1891
경남,거창군,마리면,4888036000,1924
경남,거창군,남상면,4888037000,2288
경남,거창군,남하면,4888038000,1414
경남,거창군,신원면,4888039000,1513
경남,거창군,가조면,4888040000,3495
경남,거창군,가북면,4888041000,1337
경남,합천군,합천읍,4889025000,10690
경남,합천군,봉산면,4889031000,1366
경남,합천군,묘산면,4889032000,1427
경남,합천군,가야면,4889033000,3889
경남,합천군,야로면,4889034000,2247
경남,합천군,율곡면,4889035000,2035
경남,합천군,초계면,4889036000,2186
경남,합천군,쌍책면,4889037000,1175
경남,합천군,덕곡면,4889038000,779
경남,합천군,청덕면,4889039000,1480
경남,합천군,적중면,4889040000,1281
경남,합천군,대양면,4889041000,1697
경남,합천군,쌍백면,4889042000,1620
경남,합천군,삼가면,4889043000,2967
경남,합천군,가회면,4889044000,1694
경남,합천군,대병면,4889045000,1843
경남,합천군,용주면,4889046000,2064
제주,제주시,한림읍,5011025000,20467
제주,제주시,애월읍,5011025300,38009
제주,제주시,구좌읍,5011025600,15203
제주,제주시,조천읍,5011025900,25918
제주,제주시,한경면,5011031000,9563
제주,제주시,추자면,5011032000,1580
제주,제주시,우도면,5011033000,1583
제주,제주시,일도1동,5011051000,2156
제주,제주시,일도2동,5011052000,31160
제주,제주시,이도1동,5011053000,7715
제주,제주시,이도2동,5011054000,47536
제주,제주시,삼도1동,5011055000,12771
제주,제주시,삼도2동,5011056000,7728
제주,제주시,용담1동,5011057000,6507
제주,제주시,용담2동,5011058000,13861
제주,제주시,건입동,5011059000,8622
제주,제주시,화북동,5011060000,23101
제주,제주시,삼양동,5011061000,26146
제주,제주시,봉개동,5011062000,5166
제주,제주시,아라동,5011063000,40448
제주,제주시,오라동,5011064000,16037
제주,제주시,연동,5011065000,42569
제주,제주시,노형동,5011066000,54954
제주,제주시,외도동,5011067000,22398
제주,제주시,이호동,5011068000,4380
제주,제주시,도두동,5011069000,3266
제주,서귀포시,대정읍,5013025000,21967
제주,서귀포시,남원읍,5013025300,18199
제주,서귀포시,성산읍,5013025900,15065
제주,서귀포시,안덕면,5013031000,12366
제주,서귀포시,표선면,5013032000,12650
제주,서귀포시,송산동,5013051000,3833
제주,서귀포시,정방동,5013052000,2134
제주,서귀포시,중앙동,5013053000,3123
제주,서귀포시,천지동,5013054000,3405
제주,서귀포시,효돈동,5013055000,5361
제주,서귀포시,영천동,5013056000,5130
제주,서귀포시,동홍동,5013057000,22897
제주,서귀포시,서홍동,5013058000,11111
제주,서귀포시,대륜동,5013059000,15106
제주,서귀포시,대천동,5013060000,13755
제주,서귀포시,중문동,5013061000,12285
제주,서귀포시,예래동,5013062000,3833
