hpid1,hpid2,travel_time,측정시각
A1300005,A2702563,72.0177,241110_190845
A1300005,A2702752,76.6703,241110_190845
A1300005,E2700553,365.3583,241110_190845
A1300005,E2700554,69.411,241110_190845
A1300006,A1300001,15.501,241110_190845
A1300006,A1300002,20.3559,241110_190845
A1300006,A1300003,17.3179,241110_190845
A1300006,A1300004,10.8451,241110_190845
A1300006,A1300005,18.615,241110_190845
A1300006,A1300007,7.7213,241110_190845
A1300006,A1300008,17.1906,241110_190845
A1300006,A1300009,26.5371,241110_190845
A1300006,A1300010,23.0457,241110_190845
A1300006,A1300011,21.6587,241110_190845
A1300006,A1300018,31.7387,241110_190845
A1300006,A1300033,23.4824,241110_190845
A1300006,A1300034,12.242,241110_190845
A1300006,A1300038,17.7072,241110_190845
A1300006,A1300045,14.8128,241110_190845
A1300006,A1300076,13.2664,241110_190845
A1300006,A1300081,34.6236,241110_190845
A1300006,A1300110,1.7986,241110_190845
A1300006,A1303386,14.5507,241110_190845
A1300006,A1303449,32.0566,241110_190845
A1300006,A2700001,76.2734,241110_190845
A1300006,A2700002,74.5501,241110_190845
A1300006,A2700003,67.8695,241110_190845
A1300006,A2700004,74.2879,241110_190845
A1300006,A2700005,71.1672,241110_190845
A1300006,A2700006,77.4052,241110_190845
A1300006,A2700007,41.7815,241110_190845
A1300006,A2700008,65.1322,241110_190845
A1300006,A2700009,70.1284,241110_190845
A1300006,A2700011,71.8835,241110_190845
A1300006,A2700012,56.0298,241110_190845
A1300006,A2700013,39.7035,241110_190845
A1300006,A2700014,69.4488,241110_190845
A1300006,A2700015,46.8316,241110_190845
A1300006,A2700016,69.9335,241110_190845
A1300006,A2700017,51.7537,241110_190845
A1300006,A2700018,55.886,241110_190845
A1300006,A2700019,43.998,241110_190845
A1300006,A2700020,87.5615,241110_190845
A1300006,A2700023,81.3804,241110_190845
A1300006,A2700026,104.7059,241110_190845
A1300006,A2700030,41.5134,241110_190845
A1300006,A2700031,88.3499,241110_190845
A1300006,A2700036,42.9882,241110_190845
A1300006,A2700038,46.5691,241110_190845
A1300006,A2700052,141.8825,241110_190845
A1300006,A2700063,62.3801,241110_190845
A1300006,A2700066,30.2106,241110_190845
A1300006,A2700070,32.8691,241110_190845
A1300006,A2700071,100.0642,241110_190845
A1300006,A2700097,66.9927,241110_190845
