시도,ktas,0-2,2-4,4-6,6-8,8-12,12-24,24-
대구,ktas12,14.541964285714284,18.762500000000003,15.779464285714287,9.733928571428573,10.45,18.665178571428573,11.846428571428572
대구,ktas3,18.050082644628098,26.292231404958677,15.466280991735537,9.597520661157025,9.295867768595041,13.840165289256198,7.501487603305786
대구,ktas45,49.909187279151936,30.453710247349825,9.052650176678444,3.5452296819787987,2.8466431095406355,2.9547703180212017,1.1830388692579508
경북,ktas12,42.445283018867926,31.0,11.924528301886793,5.335849056603774,3.8490566037735845,3.7283018867924524,2.241509433962264
경북,ktas3,42.67906976744186,35.127906976744185,12.390697674418604,4.382325581395348,2.6962790697674417,2.0255813953488375,0.9334883720930233
경북,ktas45,74.71844660194175,18.935922330097085,3.96116504854369,1.2287378640776698,0.6535922330097087,0.43417475728155336,0.15495145631067964
